summary_scope,benchmark_group,metric_name,our_value,n_total,n_computable,n_not_computable,comparator_name,comparator_value,comparator_direction,beats_comparator,delta,unit,notes
benchmark,B_structure_reproduction,structure_rmse,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,structure_rmse_relaxed,,1,0,1,,,,,,,"missing required columns: rms_dist_after, relaxed_rms_dist"
benchmark,B_structure_reproduction,match_rate_n1,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,B_structure_reproduction,match_rate_nk,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,C_mlip_stability,chgnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,m3gnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mace_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,sevennet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_ensemble_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_consensus_stable_rate,0.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_disagreement_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_mean_energy,-3.83041246732076,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_energy_std,1.2204046795126904,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_max_force,14.37151432039666,1,1,0,,,,,,,
benchmark,C_mlip_stability,predicted_ehull_rate_0_00,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_05,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_10,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_metastable_rate_ehull_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,metastability_threshold,0.15,1,1,0,,,,,,eV/atom,
benchmark,D_relaxation,relax_success_rate,,1,0,1,,,,,,,missing required columns: relax_ok
benchmark,D_relaxation,median_energy_drop_per_atom,,1,0,1,,,,,,,missing required columns: energy_drop_per_atom
benchmark,D_relaxation,median_max_force_before,,1,0,1,,,,,,,missing required columns: max_force_before
benchmark,D_relaxation,median_max_force_after,,1,0,1,,,,,,,missing required columns: max_force_after
benchmark,D_relaxation,force_threshold_success_rate_0_20,,1,0,1,,,,,,,missing required columns: max_force_after
benchmark,D_relaxation,force_threshold_success_rate_0_10,,1,0,1,,,,,,,missing required columns: max_force_after
benchmark,D_relaxation,rmse_improvement_rate,,1,0,1,,,,,,,"missing required columns: rms_dist_before, rms_dist_after"
benchmark,D_relaxation,median_rmse_before,,1,0,1,,,,,,,missing required columns: rms_dist_before
benchmark,D_relaxation,median_rmse_after,,1,0,1,,,,,,,missing required columns: rms_dist_after
benchmark,D_relaxation,median_rmse_delta,,1,0,1,,,,,,,"missing required columns: rms_dist_before, rms_dist_after"
benchmark,D_relaxation,rmse_improvement_after_relaxation,,1,0,1,,,,,,,"missing required columns: rms_dist_before, rms_dist_after"
benchmark,D_relaxation,relaxed_rmse,,1,0,1,,,,,,,missing required columns: rms_dist_after
benchmark,D_relaxation,structure_preservation_rate,,1,0,1,,,,,,,missing required columns: structure_match_after
benchmark,D_relaxation,collapse_rate,,1,0,1,,,,,,,missing required columns: relax_error
benchmark,E_novelty_sun,unique_rate,1.0,1,1,0,,,,,,,local uniqueness
benchmark,E_novelty_sun,duplicate_rate,0.0,1,1,0,,,,,,,
benchmark,E_novelty_sun,known_match_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,local_novelty_rate,,1,0,1,,,,,,,local novelty relative to supplied reference corpus
benchmark,E_novelty_sun,novel_by_structure_matcher_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,sun_rate,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,E_novelty_sun,sun_count,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,A_validity,parse_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,composition_match_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,pre_dft_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,geometry_ok_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bond_reasonable_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bad_contact_rate,0.0,1,1,0,,,,,,,
benchmark,A_validity,median_min_distance,2.3,1,1,0,,,,,,,
benchmark,A_validity,median_bad_contacts,0.0,1,1,0,,,,,,,
benchmark,A_validity,hard_fail_count,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,structure_match_rate,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,B_structure_reproduction,match_rate,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,B_structure_reproduction,anonymous_match_rate,,1,0,1,,,,,,,missing required columns: anonymous_match
benchmark,B_structure_reproduction,supercell_match_rate,,1,0,1,,,,,,,missing required columns: supercell_match
benchmark,B_structure_reproduction,mean_rms_dist,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,median_rms_dist,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,best_rms_dist,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,mean_max_dist,,1,0,1,,,,,,,missing required columns: max_dist
benchmark,B_structure_reproduction,structure_rmse,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,structure_rmse_relaxed,,1,0,1,,,,,,,"missing required columns: rms_dist_after, relaxed_rms_dist"
benchmark,B_structure_reproduction,match_rate_n1,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,B_structure_reproduction,match_rate_nk,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,C_mlip_stability,chgnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,m3gnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mace_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,sevennet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_ensemble_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_consensus_stable_rate,0.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_disagreement_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_mean_energy,-6.197501850128174,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_energy_std,2.653343028911912,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_max_force,0.0047292179665034,1,1,0,,,,,,,
benchmark,C_mlip_stability,predicted_ehull_rate_0_00,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_05,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_10,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_metastable_rate_ehull_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,metastability_threshold,0.15,1,1,0,,,,,,eV/atom,
benchmark,D_relaxation,relax_success_rate,,1,0,1,,,,,,,missing required columns: relax_ok
benchmark,D_relaxation,median_energy_drop_per_atom,,1,0,1,,,,,,,missing required columns: energy_drop_per_atom
benchmark,D_relaxation,median_max_force_before,,1,0,1,,,,,,,missing required columns: max_force_before
benchmark,D_relaxation,median_max_force_after,,1,0,1,,,,,,,missing required columns: max_force_after
benchmark,D_relaxation,force_threshold_success_rate_0_20,,1,0,1,,,,,,,missing required columns: max_force_after
benchmark,D_relaxation,force_threshold_success_rate_0_10,,1,0,1,,,,,,,missing required columns: max_force_after
benchmark,D_relaxation,rmse_improvement_rate,,1,0,1,,,,,,,"missing required columns: rms_dist_before, rms_dist_after"
benchmark,D_relaxation,median_rmse_before,,1,0,1,,,,,,,missing required columns: rms_dist_before
benchmark,D_relaxation,median_rmse_after,,1,0,1,,,,,,,missing required columns: rms_dist_after
benchmark,D_relaxation,median_rmse_delta,,1,0,1,,,,,,,"missing required columns: rms_dist_before, rms_dist_after"
benchmark,D_relaxation,rmse_improvement_after_relaxation,,1,0,1,,,,,,,"missing required columns: rms_dist_before, rms_dist_after"
benchmark,D_relaxation,relaxed_rmse,,1,0,1,,,,,,,missing required columns: rms_dist_after
benchmark,D_relaxation,structure_preservation_rate,,1,0,1,,,,,,,missing required columns: structure_match_after
benchmark,D_relaxation,collapse_rate,,1,0,1,,,,,,,missing required columns: relax_error
benchmark,E_novelty_sun,unique_rate,1.0,1,1,0,,,,,,,local uniqueness
benchmark,E_novelty_sun,duplicate_rate,0.0,1,1,0,,,,,,,
benchmark,E_novelty_sun,known_match_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,local_novelty_rate,,1,0,1,,,,,,,local novelty relative to supplied reference corpus
benchmark,E_novelty_sun,novel_by_structure_matcher_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,sun_rate,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,E_novelty_sun,sun_count,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,A_validity,parse_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,composition_match_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,pre_dft_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,geometry_ok_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bond_reasonable_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bad_contact_rate,0.0,1,1,0,,,,,,,
benchmark,A_validity,median_min_distance,2.3,1,1,0,,,,,,,
benchmark,A_validity,median_bad_contacts,0.0,1,1,0,,,,,,,
benchmark,A_validity,hard_fail_count,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,structure_match_rate,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,B_structure_reproduction,match_rate,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,B_structure_reproduction,anonymous_match_rate,,1,0,1,,,,,,,missing required columns: anonymous_match
benchmark,B_structure_reproduction,supercell_match_rate,,1,0,1,,,,,,,missing required columns: supercell_match
benchmark,B_structure_reproduction,mean_rms_dist,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,median_rms_dist,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,best_rms_dist,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,mean_max_dist,,1,0,1,,,,,,,missing required columns: max_dist
benchmark,B_structure_reproduction,structure_rmse,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,structure_rmse_relaxed,,1,0,1,,,,,,,"missing required columns: rms_dist_after, relaxed_rms_dist"
benchmark,B_structure_reproduction,match_rate_n1,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,B_structure_reproduction,match_rate_nk,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,C_mlip_stability,chgnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,m3gnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mace_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,sevennet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_ensemble_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_consensus_stable_rate,0.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_disagreement_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_mean_energy,-3.884465265274048,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_energy_std,1.6516324168627263,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_max_force,1.6395908975271452,1,1,0,,,,,,,
benchmark,C_mlip_stability,predicted_ehull_rate_0_00,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_05,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_10,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_metastable_rate_ehull_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,metastability_threshold,0.15,1,1,0,,,,,,eV/atom,
benchmark,D_relaxation,relax_success_rate,,1,0,1,,,,,,,missing required columns: relax_ok
benchmark,D_relaxation,median_energy_drop_per_atom,,1,0,1,,,,,,,missing required columns: energy_drop_per_atom
benchmark,D_relaxation,median_max_force_before,,1,0,1,,,,,,,missing required columns: max_force_before
benchmark,D_relaxation,median_max_force_after,,1,0,1,,,,,,,missing required columns: max_force_after
benchmark,D_relaxation,force_threshold_success_rate_0_20,,1,0,1,,,,,,,missing required columns: max_force_after
benchmark,D_relaxation,force_threshold_success_rate_0_10,,1,0,1,,,,,,,missing required columns: max_force_after
benchmark,D_relaxation,rmse_improvement_rate,,1,0,1,,,,,,,"missing required columns: rms_dist_before, rms_dist_after"
benchmark,D_relaxation,median_rmse_before,,1,0,1,,,,,,,missing required columns: rms_dist_before
benchmark,D_relaxation,median_rmse_after,,1,0,1,,,,,,,missing required columns: rms_dist_after
benchmark,D_relaxation,median_rmse_delta,,1,0,1,,,,,,,"missing required columns: rms_dist_before, rms_dist_after"
benchmark,D_relaxation,rmse_improvement_after_relaxation,,1,0,1,,,,,,,"missing required columns: rms_dist_before, rms_dist_after"
benchmark,D_relaxation,relaxed_rmse,,1,0,1,,,,,,,missing required columns: rms_dist_after
benchmark,D_relaxation,structure_preservation_rate,,1,0,1,,,,,,,missing required columns: structure_match_after
benchmark,D_relaxation,collapse_rate,,1,0,1,,,,,,,missing required columns: relax_error
benchmark,E_novelty_sun,unique_rate,1.0,1,1,0,,,,,,,local uniqueness
benchmark,E_novelty_sun,duplicate_rate,0.0,1,1,0,,,,,,,
benchmark,E_novelty_sun,known_match_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,local_novelty_rate,,1,0,1,,,,,,,local novelty relative to supplied reference corpus
benchmark,E_novelty_sun,novel_by_structure_matcher_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,sun_rate,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,E_novelty_sun,sun_count,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,A_validity,parse_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,composition_match_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,pre_dft_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,geometry_ok_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bond_reasonable_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bad_contact_rate,0.0,1,1,0,,,,,,,
benchmark,A_validity,median_min_distance,1.991858428704209,1,1,0,,,,,,,
benchmark,A_validity,median_bad_contacts,0.0,1,1,0,,,,,,,
benchmark,A_validity,hard_fail_count,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,structure_match_rate,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,B_structure_reproduction,match_rate,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,B_structure_reproduction,anonymous_match_rate,,1,0,1,,,,,,,missing required columns: anonymous_match
benchmark,B_structure_reproduction,supercell_match_rate,,1,0,1,,,,,,,missing required columns: supercell_match
benchmark,B_structure_reproduction,mean_rms_dist,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,median_rms_dist,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,best_rms_dist,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,mean_max_dist,,1,0,1,,,,,,,missing required columns: max_dist
benchmark,B_structure_reproduction,structure_rmse,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,structure_rmse_relaxed,,1,0,1,,,,,,,"missing required columns: rms_dist_after, relaxed_rms_dist"
benchmark,B_structure_reproduction,match_rate_n1,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,B_structure_reproduction,match_rate_nk,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,C_mlip_stability,chgnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,m3gnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mace_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,sevennet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_ensemble_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_consensus_stable_rate,0.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_disagreement_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_mean_energy,-3.2204482555389404,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_energy_std,1.046468357944399,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_max_force,2.8384946111199945,1,1,0,,,,,,,
benchmark,C_mlip_stability,predicted_ehull_rate_0_00,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_05,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_10,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_metastable_rate_ehull_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,metastability_threshold,0.15,1,1,0,,,,,,eV/atom,
benchmark,D_relaxation,relax_success_rate,,1,0,1,,,,,,,missing required columns: relax_ok
benchmark,D_relaxation,median_energy_drop_per_atom,,1,0,1,,,,,,,missing required columns: energy_drop_per_atom
benchmark,D_relaxation,median_max_force_before,,1,0,1,,,,,,,missing required columns: max_force_before
benchmark,D_relaxation,median_max_force_after,,1,0,1,,,,,,,missing required columns: max_force_after
benchmark,D_relaxation,force_threshold_success_rate_0_20,,1,0,1,,,,,,,missing required columns: max_force_after
benchmark,D_relaxation,force_threshold_success_rate_0_10,,1,0,1,,,,,,,missing required columns: max_force_after
benchmark,D_relaxation,rmse_improvement_rate,,1,0,1,,,,,,,"missing required columns: rms_dist_before, rms_dist_after"
benchmark,D_relaxation,median_rmse_before,,1,0,1,,,,,,,missing required columns: rms_dist_before
benchmark,D_relaxation,median_rmse_after,,1,0,1,,,,,,,missing required columns: rms_dist_after
benchmark,D_relaxation,median_rmse_delta,,1,0,1,,,,,,,"missing required columns: rms_dist_before, rms_dist_after"
benchmark,D_relaxation,rmse_improvement_after_relaxation,,1,0,1,,,,,,,"missing required columns: rms_dist_before, rms_dist_after"
benchmark,D_relaxation,relaxed_rmse,,1,0,1,,,,,,,missing required columns: rms_dist_after
benchmark,D_relaxation,structure_preservation_rate,,1,0,1,,,,,,,missing required columns: structure_match_after
benchmark,D_relaxation,collapse_rate,,1,0,1,,,,,,,missing required columns: relax_error
benchmark,E_novelty_sun,unique_rate,1.0,1,1,0,,,,,,,local uniqueness
benchmark,E_novelty_sun,duplicate_rate,0.0,1,1,0,,,,,,,
benchmark,E_novelty_sun,known_match_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,local_novelty_rate,,1,0,1,,,,,,,local novelty relative to supplied reference corpus
benchmark,E_novelty_sun,novel_by_structure_matcher_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,sun_rate,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,E_novelty_sun,sun_count,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,A_validity,parse_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,composition_match_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,pre_dft_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,geometry_ok_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bond_reasonable_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bad_contact_rate,0.0,1,1,0,,,,,,,
benchmark,A_validity,median_min_distance,1.62634559672906,1,1,0,,,,,,,
benchmark,A_validity,median_bad_contacts,0.0,1,1,0,,,,,,,
benchmark,A_validity,hard_fail_count,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,structure_match_rate,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,B_structure_reproduction,match_rate,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,B_structure_reproduction,anonymous_match_rate,,1,0,1,,,,,,,missing required columns: anonymous_match
benchmark,B_structure_reproduction,supercell_match_rate,,1,0,1,,,,,,,missing required columns: supercell_match
benchmark,B_structure_reproduction,mean_rms_dist,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,median_rms_dist,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,best_rms_dist,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,mean_max_dist,,1,0,1,,,,,,,missing required columns: max_dist
benchmark,B_structure_reproduction,structure_rmse,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,structure_rmse_relaxed,,1,0,1,,,,,,,"missing required columns: rms_dist_after, relaxed_rms_dist"
benchmark,B_structure_reproduction,match_rate_n1,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,B_structure_reproduction,match_rate_nk,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,C_mlip_stability,chgnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,m3gnet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mace_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,sevennet_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_ensemble_ok_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_consensus_stable_rate,0.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,mlip_disagreement_rate,1.0,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_mean_energy,6.530024266242981,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_energy_std,3.813742163348096,1,1,0,,,,,,,
benchmark,C_mlip_stability,median_mlip_max_force,105.06158634572544,1,1,0,,,,,,,
benchmark,C_mlip_stability,predicted_ehull_rate_0_00,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_05,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_10,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_ehull_rate_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,predicted_metastable_rate_ehull_0_15,,1,0,1,,,,,,,missing required columns: predicted_energy_above_hull
benchmark,C_mlip_stability,metastability_threshold,0.15,1,1,0,,,,,,eV/atom,
benchmark,D_relaxation,relax_success_rate,,1,0,1,,,,,,,missing required columns: relax_ok
benchmark,D_relaxation,median_energy_drop_per_atom,,1,0,1,,,,,,,missing required columns: energy_drop_per_atom
benchmark,D_relaxation,median_max_force_before,,1,0,1,,,,,,,missing required columns: max_force_before
benchmark,D_relaxation,median_max_force_after,,1,0,1,,,,,,,missing required columns: max_force_after
benchmark,D_relaxation,force_threshold_success_rate_0_20,,1,0,1,,,,,,,missing required columns: max_force_after
benchmark,D_relaxation,force_threshold_success_rate_0_10,,1,0,1,,,,,,,missing required columns: max_force_after
benchmark,D_relaxation,rmse_improvement_rate,,1,0,1,,,,,,,"missing required columns: rms_dist_before, rms_dist_after"
benchmark,D_relaxation,median_rmse_before,,1,0,1,,,,,,,missing required columns: rms_dist_before
benchmark,D_relaxation,median_rmse_after,,1,0,1,,,,,,,missing required columns: rms_dist_after
benchmark,D_relaxation,median_rmse_delta,,1,0,1,,,,,,,"missing required columns: rms_dist_before, rms_dist_after"
benchmark,D_relaxation,rmse_improvement_after_relaxation,,1,0,1,,,,,,,"missing required columns: rms_dist_before, rms_dist_after"
benchmark,D_relaxation,relaxed_rmse,,1,0,1,,,,,,,missing required columns: rms_dist_after
benchmark,D_relaxation,structure_preservation_rate,,1,0,1,,,,,,,missing required columns: structure_match_after
benchmark,D_relaxation,collapse_rate,,1,0,1,,,,,,,missing required columns: relax_error
benchmark,E_novelty_sun,unique_rate,1.0,1,1,0,,,,,,,local uniqueness
benchmark,E_novelty_sun,duplicate_rate,0.0,1,1,0,,,,,,,
benchmark,E_novelty_sun,known_match_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,local_novelty_rate,,1,0,1,,,,,,,local novelty relative to supplied reference corpus
benchmark,E_novelty_sun,novel_by_structure_matcher_rate,,1,0,1,,,,,,,
benchmark,E_novelty_sun,sun_rate,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,E_novelty_sun,sun_count,,1,0,1,,,,,,,SUN uses local novelty and surrogate stability proxy
benchmark,A_validity,parse_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,composition_match_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,pre_dft_validity_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,geometry_ok_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bond_reasonable_rate,1.0,1,1,0,,,,,,,
benchmark,A_validity,bad_contact_rate,0.0,1,1,0,,,,,,,
benchmark,A_validity,median_min_distance,1.9918584287042087,1,1,0,,,,,,,
benchmark,A_validity,median_bad_contacts,0.0,1,1,0,,,,,,,
benchmark,A_validity,hard_fail_count,0.0,1,1,0,,,,,,,
benchmark,B_structure_reproduction,structure_match_rate,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,B_structure_reproduction,match_rate,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,B_structure_reproduction,anonymous_match_rate,,1,0,1,,,,,,,missing required columns: anonymous_match
benchmark,B_structure_reproduction,supercell_match_rate,,1,0,1,,,,,,,missing required columns: supercell_match
benchmark,B_structure_reproduction,mean_rms_dist,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,median_rms_dist,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,best_rms_dist,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,mean_max_dist,,1,0,1,,,,,,,missing required columns: max_dist
benchmark,B_structure_reproduction,structure_rmse,,1,0,1,,,,,,,missing required columns: rms_dist
benchmark,B_structure_reproduction,structure_rmse_relaxed,,1,0,1,,,,,,,"missing required columns: rms_dist_after, relaxed_rms_dist"
benchmark,B_structure_reproduction,match_rate_n1,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,B_structure_reproduction,match_rate_nk,,1,0,1,,,,,,,missing required columns: structure_match
benchmark,C_mlip_stability,chgnet_ok_rate,1.0,1,1,0,,,,,,,
